ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
25311,0.04,1.00,0.33,0.67,0.07,0.50,0.40,0.20,0.20,0.20,0.20,0.21,0.13,0.11,0.21,0.12,0.29,0.00,0.00,0.00,0.00,0.00,0.00
18570,0.35,1.00,0.33,0.67,0.10,0.20,0.20,0.10,0.10,0.10,0.00,0.16,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
15002,0.08,1.00,0.33,0.33,0.12,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.09,0.10,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
16706,0.27,0.00,0.33,0.67,0.21,0.20,0.20,0.20,0.20,0.20,0.20,0.38,0.29,0.21,0.31,0.24,0.39,0.01,0.01,0.01,0.01,0.01,0.01
11073,0.09,1.00,0.50,0.33,0.31,0.20,0.20,0.20,0.20,0.20,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
10328,0.10,1.00,0.17,0.67,0.19,0.20,0.20,0.20,0.40,0.40,0.40,0.17,0.10,0.11,0.19,0.12,0.29,0.00,0.00,0.00,0.01,0.00,0.01
1940,0.17,1.00,0.17,0.67,0.09,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.09,0.26,0.00,0.00,0.00,0.02,0.00,0.00
18473,0.14,1.00,0.33,0.67,0.07,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.11,0.11,0.20,0.12,0.29,0.00,0.00,0.00,0.00,0.00,0.00
6456,0.44,1.00,0.17,0.67,0.19,0.30,0.10,0.20,0.20,0.00,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
6480,0.10,1.00,0.33,0.33,0.05,0.30,0.10,0.20,0.20,0.20,0.20,0.15,0.13,0.12,0.21,0.13,0.30,0.08,0.00,0.00,0.00,0.00,0.00
18663,0.15,1.00,0.17,0.67,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.09,0.10,0.18,0.10,0.27,0.00,0.00,0.00,0.00,0.00,0.00
8187,0.15,1.00,0.33,0.33,0.52,0.20,0.20,0.20,0.40,0.20,0.20,0.21,0.13,0.13,0.23,0.16,0.31,0.00,0.01,0.00,0.01,0.01,0.01
28646,0.00,1.00,0.33,0.33,0.29,0.30,0.50,0.40,0.20,0.10,0.20,0.15,0.07,0.09,0.16,0.09,0.27,0.00,0.00,0.00,0.01,0.00,0.00
13698,0.35,1.00,0.17,0.67,0.17,0.10,0.10,0.20,0.20,0.10,0.10,0.17,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.01,0.01
29571,0.57,0.00,0.17,0.67,0.21,0.20,0.20,0.20,0.20,0.20,0.00,0.49,0.31,0.23,0.41,0.08,0.26,0.01,0.01,0.01,0.00,0.00,0.00
17368,0.13,1.00,0.33,0.67,0.10,0.20,0.20,0.20,0.40,0.40,0.40,0.25,0.15,0.14,0.23,0.15,0.32,0.01,0.00,0.00,0.01,0.01,0.00
19813,0.01,1.00,0.50,0.33,0.34,0.20,0.20,0.40,0.20,0.20,0.20,0.15,0.07,0.09,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00
21832,0.06,1.00,0.17,0.67,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.21,0.13,0.12,0.22,0.15,0.31,0.00,0.00,0.00,0.00,0.01,0.00
23157,0.17,1.00,0.33,0.33,0.33,0.20,0.10,0.10,0.10,0.10,0.10,0.27,0.07,0.09,0.17,0.08,0.29,0.00,0.00,0.01,0.00,0.10,0.00
29380,0.15,0.00,0.33,0.67,0.12,0.10,0.40,0.40,0.00,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.01,0.00
10937,0.49,1.00,0.17,0.33,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.11,0.16,0.28,0.26,0.27,0.03,0.08,0.02,0.12,0.00,0.05
22500,0.17,1.00,0.33,0.33,0.21,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.17,0.08,0.26,0.00,0.00,0.01,0.00,0.01,0.00
11418,0.12,1.00,0.17,0.67,0.07,0.30,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
3265,0.39,1.00,0.33,0.67,0.31,0.30,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
26916,0.12,0.00,0.33,0.33,0.31,0.50,0.40,0.10,0.10,0.10,0.20,0.26,0.18,0.09,0.16,0.09,0.27,0.00,0.01,0.00,0.01,0.01,0.00
5765,0.23,0.00,0.33,0.33,0.21,0.20,0.20,0.20,0.20,0.20,0.20,0.35,0.28,0.21,0.34,0.28,0.42,0.01,0.00,0.01,0.01,0.02,0.01
8008,0.01,1.00,0.17,0.67,0.07,0.10,0.10,0.10,0.10,0.10,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.01
22875,0.06,1.00,0.17,0.67,0.12,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.11,0.11,0.20,0.12,0.29,0.00,0.00,0.00,0.00,0.00,0.00
5923,0.22,1.00,0.17,0.67,0.21,0.10,0.10,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
5678,0.14,1.00,0.33,0.33,0.33,0.20,0.20,0.20,0.20,0.20,0.20,0.18,0.11,0.11,0.20,0.12,0.30,0.00,0.00,0.00,0.00,0.00,0.00
22615,0.24,1.00,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.01,0.00,0.00,0.00,0.01,0.01
13726,0.35,1.00,0.17,0.33,0.26,0.10,0.10,0.10,0.20,0.20,0.00,0.15,0.07,0.09,0.17,0.08,0.26,0.00,0.01,0.00,0.00,0.00,0.07
4313,0.04,1.00,0.33,0.67,0.12,0.20,0.20,0.10,0.20,0.20,0.10,0.19,0.09,0.09,0.18,0.09,0.28,0.00,0.00,0.03,0.01,0.07,0.02
14578,0.01,1.00,0.17,0.67,0.02,0.10,0.10,0.00,0.00,0.00,0.00,0.16,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
10679,0.19,1.00,0.83,0.67,0.19,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.13,0.09,0.17,0.10,0.27,0.00,0.00,0.00,0.00,0.00,0.00
23101,0.28,1.00,0.17,0.33,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.17,0.08,0.26,0.01,0.00,0.01,0.00,0.00,0.00
6217,0.29,1.00,0.17,0.67,0.29,0.30,0.50,0.40,0.20,0.20,0.10,0.16,0.08,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.01,0.00
255,0.04,0.00,0.33,0.33,0.07,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.09,0.10,0.19,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
16261,0.07,1.00,0.33,0.33,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.01,0.00,0.00
2638,0.09,0.00,0.50,0.33,0.33,0.20,0.20,0.10,0.10,0.00,0.00,0.16,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.04,0.00,0.00,0.00
11733,0.39,1.00,0.17,0.67,0.12,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.09,0.10,0.18,0.09,0.27,0.03,0.01,0.00,0.00,0.04,0.03
26114,0.22,1.00,0.17,0.33,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.27,0.00,0.00,0.00,0.00,0.01,0.00
23894,0.26,0.00,0.50,0.67,0.26,0.20,0.20,0.20,0.20,0.20,0.20,0.39,0.32,0.23,0.41,0.35,0.47,0.01,0.01,0.01,0.02,0.02,0.02
19737,0.04,1.00,0.33,0.33,0.24,0.50,0.40,0.20,0.20,0.20,0.20,0.19,0.11,0.11,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
20771,0.01,0.00,0.33,0.67,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.15,0.08,0.09,0.16,0.09,0.26,0.00,0.00,0.00,0.00,0.00,0.00
21279,0.28,0.00,0.50,0.33,0.69,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.34,0.25,0.37,0.28,0.42,0.01,0.01,0.01,0.01,0.02,0.01
13742,0.08,1.00,0.17,0.33,0.29,0.10,0.10,0.20,0.20,0.10,0.10,0.15,0.08,0.10,0.20,0.08,0.26,0.02,0.00,0.03,0.00,0.01,0.00
11979,0.04,1.00,0.17,0.67,0.50,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.11,0.10,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
4312,0.19,1.00,0.17,0.67,0.19,0.10,0.10,0.10,0.10,0.20,0.20,0.15,0.08,0.10,0.18,0.10,0.27,0.01,0.01,0.02,0.00,0.00,0.00
3674,0.20,1.00,0.17,0.67,0.21,0.10,0.10,0.10,0.10,0.20,0.20,0.17,0.07,0.09,0.18,0.09,0.26,0.00,0.00,0.02,0.00,0.00,0.00
16679,0.13,0.00,0.33,0.67,0.19,0.30,0.40,0.40,0.40,0.40,0.50,0.21,0.13,0.12,0.23,0.16,0.32,0.00,0.00,0.01,0.01,0.00,0.01
1660,0.04,1.00,0.50,0.33,0.59,0.30,0.40,0.40,0.40,0.20,0.20,0.19,0.11,0.11,0.20,0.13,0.30,0.00,0.00,0.00,0.00,0.00,0.00
4292,0.01,1.00,0.50,0.33,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.09,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00
9592,0.29,1.00,0.17,0.33,0.17,0.20,0.20,0.20,0.20,0.20,0.20,0.28,0.21,0.17,0.27,0.19,0.35,0.01,0.00,0.00,0.01,0.01,0.01
19302,0.09,1.00,0.17,0.33,0.26,0.40,0.20,0.20,0.20,0.00,0.00,0.23,0.12,0.10,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
10862,0.04,0.00,0.33,0.67,0.36,0.30,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
4633,0.04,1.00,0.17,0.67,0.10,0.20,0.10,0.10,0.10,0.10,0.10,0.16,0.07,0.09,0.16,0.12,0.30,0.00,0.00,0.00,0.07,0.01,0.00
10559,0.21,1.00,0.17,0.67,0.10,0.10,0.10,0.10,0.20,0.20,0.10,0.15,0.07,0.10,0.18,0.08,0.26,0.01,0.01,0.00,0.00,0.00,0.00
13610,0.27,1.00,0.17,0.33,0.14,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.12,0.12,0.22,0.14,0.31,0.00,0.00,0.00,0.00,0.01,0.00
6654,0.18,1.00,0.17,0.67,0.09,0.40,0.20,0.20,0.20,0.20,0.20,0.33,0.17,0.15,0.27,0.19,0.35,0.01,0.00,0.01,0.01,0.01,0.01
29925,0.20,0.00,0.17,0.67,0.26,0.20,0.20,0.20,0.20,0.10,0.10,0.23,0.09,0.10,0.20,0.08,0.28,0.01,0.01,0.02,0.00,0.05,0.03
4971,0.25,0.00,0.33,0.33,0.72,0.10,0.10,0.10,0.20,0.20,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
7691,0.12,1.00,0.33,0.33,0.07,0.20,0.20,0.20,0.20,0.20,0.20,0.25,0.18,0.16,0.21,0.13,0.30,0.01,0.00,0.00,0.00,0.01,0.03
2821,0.02,1.00,0.50,0.33,0.67,0.10,0.50,0.40,0.20,0.20,0.50,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
8942,0.08,1.00,0.50,0.67,0.24,0.20,0.20,0.20,0.20,0.20,0.20,0.24,0.16,0.14,0.19,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.01
20376,0.14,0.00,0.33,0.33,0.05,0.20,0.20,0.10,0.10,0.10,0.20,0.27,0.07,0.09,0.16,0.16,0.32,0.00,0.00,0.00,0.13,0.01,0.01
23896,0.14,0.00,0.33,0.67,0.02,0.10,0.20,0.20,0.20,0.20,0.20,0.22,0.14,0.13,0.20,0.12,0.29,0.00,0.00,0.00,0.00,0.00,0.00
7057,0.35,0.00,0.33,0.67,0.12,0.20,0.20,0.20,0.20,0.20,0.20,0.18,0.09,0.09,0.17,0.09,0.26,0.00,0.00,0.00,0.00,0.00,0.00
1471,0.01,0.00,0.33,0.67,0.00,0.20,0.20,0.40,0.20,0.20,0.00,0.16,0.09,0.10,0.18,0.08,0.26,0.01,0.00,0.00,0.00,0.00,0.00
16299,0.00,1.00,0.50,0.67,0.41,0.30,0.40,0.50,0.40,0.20,0.20,0.15,0.08,0.09,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00
12452,0.13,0.00,0.17,0.67,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
26992,0.07,0.00,0.17,0.67,0.43,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.12,0.10,0.19,0.11,0.28,0.01,0.00,0.01,0.00,0.01,0.01
1791,0.19,1.00,0.17,0.67,0.09,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.10,0.17,0.10,0.27,0.00,0.00,0.00,0.01,0.02,0.01
26695,0.07,0.00,0.33,0.33,0.12,0.20,0.20,0.20,0.20,0.20,0.20,0.22,0.14,0.13,0.23,0.15,0.32,0.01,0.00,0.01,0.01,0.01,0.01
4415,0.16,0.00,0.33,0.33,0.47,0.10,0.10,0.10,0.20,0.20,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
20456,0.35,0.00,0.17,0.67,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.17,0.08,0.27,0.01,0.01,0.01,0.01,0.02,0.00
23051,0.35,1.00,0.33,0.33,0.31,0.10,0.40,0.40,0.10,0.10,0.10,0.15,0.07,0.09,0.17,0.08,0.26,0.00,0.00,0.01,0.01,0.01,0.01
27592,0.04,1.00,0.33,0.33,0.14,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.11,0.11,0.19,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
16208,0.35,1.00,0.17,0.33,0.24,0.00,0.10,0.20,0.10,0.10,0.10,0.23,0.10,0.14,0.23,0.09,0.29,0.05,0.06,0.08,0.01,0.07,0.02
28939,0.20,1.00,0.17,0.33,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.23,0.11,0.11,0.21,0.12,0.27,0.02,0.01,0.01,0.00,0.00,0.02
8288,0.07,1.00,0.33,0.33,0.36,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.09,0.10,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
19460,0.06,1.00,0.33,0.67,0.21,0.30,0.40,0.40,0.40,0.40,0.40,0.21,0.13,0.13,0.23,0.15,0.32,0.00,0.00,0.00,0.00,0.01,0.00
15332,0.19,1.00,0.17,0.67,0.16,0.20,0.20,0.20,0.20,0.20,0.20,0.22,0.14,0.12,0.22,0.14,0.30,0.02,0.00,0.00,0.01,0.05,0.03
14744,0.13,1.00,0.33,0.67,0.09,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.12,0.12,0.22,0.15,0.29,0.00,0.00,0.01,0.01,0.00,0.00
22048,0.21,1.00,0.33,0.67,0.12,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.17,0.08,0.27,0.01,0.00,0.01,0.00,0.02,0.01
22008,0.22,1.00,0.33,0.67,0.12,0.20,0.20,0.20,0.20,0.20,0.20,0.25,0.17,0.14,0.23,0.15,0.31,0.01,0.00,0.00,0.00,0.01,0.00
28531,0.19,1.00,0.17,0.33,0.33,0.40,0.40,0.40,0.40,0.40,0.40,0.22,0.14,0.13,0.24,0.17,0.33,0.00,0.00,0.00,0.01,0.01,0.00
20162,0.49,1.00,0.33,0.33,0.38,0.20,0.20,0.20,0.10,0.10,0.10,0.18,0.11,0.11,0.17,0.09,0.27,0.02,0.01,0.01,0.02,0.03,0.02
19563,0.22,1.00,0.17,0.67,0.22,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.09,0.27,0.00,0.00,0.00,0.01,0.01,0.01
202,0.13,1.00,0.17,0.67,0.09,0.10,0.20,0.10,0.10,0.10,0.10,0.16,0.08,0.09,0.17,0.09,0.26,0.01,0.01,0.01,0.02,0.00,0.01
20043,0.21,1.00,0.33,0.67,0.19,0.10,0.10,0.10,0.10,0.10,0.10,0.16,0.08,0.09,0.17,0.09,0.27,0.02,0.01,0.01,0.02,0.02,0.00
21128,0.37,0.00,0.17,0.33,0.22,0.20,0.20,0.20,0.20,0.20,0.20,0.26,0.17,0.14,0.25,0.16,0.32,0.00,0.00,0.00,0.00,0.01,0.01
18545,0.15,1.00,0.33,0.67,0.07,0.10,0.10,0.10,0.10,0.20,0.20,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
24552,0.14,0.00,0.33,0.33,0.22,0.20,0.20,0.40,0.40,0.40,0.40,0.25,0.19,0.16,0.29,0.21,0.37,0.01,0.00,0.01,0.00,0.02,0.01
4553,0.34,1.00,0.33,0.33,0.19,0.00,0.00,0.10,0.20,0.20,0.20,0.16,0.29,0.09,0.35,0.27,0.40,0.28,0.00,0.22,0.01,0.02,0.01
22002,0.24,1.00,0.33,0.67,0.14,0.20,0.10,0.10,0.00,0.10,0.10,0.16,0.08,0.09,0.16,0.09,0.27,0.02,0.00,0.00,0.01,0.01,0.00
3580,0.29,0.00,0.17,0.33,0.57,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
17899,0.09,0.00,0.33,0.67,0.12,0.20,0.20,0.20,0.20,0.20,0.20,0.18,0.10,0.11,0.19,0.12,0.29,0.00,0.00,0.00,0.00,0.00,0.00
3590,0.01,0.00,0.33,0.33,0.45,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.10,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
17224,0.01,1.00,0.33,0.67,0.02,0.20,0.20,0.20,0.40,0.20,0.20,0.16,0.08,0.09,0.17,0.10,0.27,0.00,0.00,0.00,0.00,0.00,0.00
2786,0.01,0.00,0.50,0.33,0.17,0.20,0.20,0.20,0.20,0.20,0.00,0.16,0.08,0.10,0.18,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
8002,0.48,0.00,0.17,0.33,0.38,0.10,0.10,0.10,0.10,0.10,0.10,0.17,0.08,0.12,0.24,0.14,0.27,0.02,0.03,0.09,0.10,0.03,0.05
10936,0.17,1.00,0.33,0.33,0.14,0.40,0.40,0.40,0.40,0.40,0.40,0.25,0.17,0.15,0.26,0.18,0.34,0.00,0.00,0.00,0.00,0.02,0.00
9362,0.33,0.00,0.33,0.33,0.36,0.20,0.20,0.20,0.20,0.20,0.20,0.21,0.15,0.18,0.28,0.21,0.36,0.01,0.07,0.01,0.01,0.02,0.02
8659,0.04,1.00,0.33,0.67,0.05,0.30,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
10230,0.13,0.00,0.33,0.33,0.29,0.40,0.40,0.40,0.40,0.40,0.40,0.26,0.19,0.16,0.29,0.22,0.36,0.01,0.00,0.01,0.01,0.00,0.01
21701,0.06,1.00,0.33,0.67,0.07,0.40,0.20,0.20,0.20,0.40,0.40,0.16,0.09,0.10,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
29370,0.19,0.00,0.33,0.67,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.27,0.20,0.16,0.27,0.19,0.35,0.01,0.00,0.00,0.01,0.01,0.01
6330,0.49,1.00,0.33,0.67,0.14,0.20,0.20,0.20,0.20,0.20,0.20,0.55,0.41,0.23,0.36,0.25,0.35,0.01,0.01,0.01,0.01,0.01,0.01
14867,0.09,1.00,0.33,0.67,0.14,0.20,0.20,0.40,0.20,0.20,0.40,0.23,0.16,0.14,0.25,0.18,0.34,0.01,0.00,0.00,0.01,0.00,0.01
10050,0.15,1.00,0.33,0.33,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.10,0.10,0.19,0.11,0.28,0.00,0.00,0.00,0.00,0.01,0.01
2910,0.04,0.00,0.33,0.67,0.33,0.20,0.20,0.20,0.20,0.20,0.20,0.18,0.16,0.11,0.17,0.09,0.27,0.02,0.00,0.00,0.00,0.00,0.00
7993,0.26,1.00,0.50,0.33,0.16,0.10,0.10,0.00,0.00,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.01,0.00,0.07
27087,0.01,0.00,0.50,0.33,0.31,0.10,0.40,0.40,0.40,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
2586,0.05,0.00,0.50,0.67,0.22,0.20,0.20,0.20,0.20,0.20,0.20,0.18,0.10,0.11,0.20,0.12,0.29,0.00,0.00,0.00,0.00,0.00,0.00
18604,0.05,1.00,0.17,0.67,0.05,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.01,0.01,0.00,0.01,0.02
3113,0.21,1.00,0.17,0.33,0.40,0.10,0.20,0.20,0.20,0.20,0.20,0.33,0.27,0.20,0.36,0.28,0.41,0.01,0.00,0.01,0.01,0.02,0.01
2119,0.35,0.00,0.33,0.67,0.36,0.20,0.10,0.10,0.10,0.10,0.00,0.16,0.08,0.09,0.17,0.08,0.26,0.01,0.00,0.01,0.00,0.00,0.00
2479,0.13,1.00,0.33,0.33,0.12,0.20,0.20,0.20,0.20,0.20,0.20,0.26,0.19,0.14,0.26,0.18,0.34,0.01,0.00,0.00,0.01,0.01,0.01
25111,0.04,0.00,0.50,0.33,0.59,0.10,0.10,0.10,0.20,0.20,0.20,0.15,0.07,0.09,0.17,0.10,0.27,0.00,0.01,0.00,0.00,0.00,0.00
22396,0.12,1.00,0.33,0.33,0.16,0.20,0.20,0.20,0.20,0.20,0.10,0.24,0.17,0.14,0.26,0.19,0.35,0.00,0.00,0.01,0.01,0.29,0.02
15719,0.27,0.00,0.33,0.33,0.24,0.20,0.20,0.20,0.20,0.20,0.20,0.33,0.16,0.14,0.26,0.17,0.33,0.00,0.00,0.00,0.00,0.01,0.01
7540,0.20,1.00,0.33,0.67,0.21,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.09,0.10,0.18,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
3927,0.23,1.00,0.50,0.67,0.33,0.20,0.20,0.20,0.20,0.20,0.20,0.35,0.28,0.21,0.34,0.28,0.42,0.01,0.01,0.01,0.01,0.02,0.01
17817,0.09,0.00,0.33,0.67,0.05,0.20,0.20,0.20,0.20,0.20,0.20,0.22,0.15,0.14,0.25,0.11,0.26,0.00,0.00,0.01,0.01,0.01,0.01
9627,0.45,0.00,0.17,0.67,0.26,0.10,0.10,0.10,0.20,0.20,0.20,0.16,0.08,0.10,0.19,0.08,0.27,0.02,0.02,0.02,0.00,0.01,0.05
19544,0.01,1.00,0.50,0.67,0.43,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.09,0.26,0.00,0.01,0.00,0.01,0.01,0.00
12096,0.04,0.00,0.50,1.00,0.59,0.40,0.20,0.20,0.20,0.20,0.20,0.19,0.11,0.11,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
15334,0.32,1.00,0.17,0.67,0.31,0.20,0.20,0.20,0.20,0.20,0.20,0.25,0.17,0.14,0.25,0.17,0.33,0.00,0.00,0.00,0.01,0.02,0.01
18047,0.04,0.00,0.33,0.67,0.16,0.10,0.40,0.40,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
9285,0.04,0.00,0.33,0.67,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.09,0.10,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
3777,0.00,0.00,0.33,0.67,0.05,0.20,0.20,0.20,0.40,0.20,0.20,0.15,0.07,0.09,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00
13764,0.05,0.00,0.33,0.67,0.52,0.10,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.09,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00
1544,0.35,1.00,0.33,0.67,0.22,0.30,0.00,0.00,0.10,0.10,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
7996,0.02,0.00,0.17,0.33,0.16,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.09,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.01,0.00
11412,0.02,0.00,0.33,0.33,0.17,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.09,0.10,0.19,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
6550,0.04,0.00,0.33,0.67,0.05,0.30,0.50,0.40,0.20,0.10,0.10,0.19,0.11,0.10,0.16,0.08,0.28,0.00,0.00,0.00,0.00,0.04,0.00
6366,0.15,1.00,0.33,0.67,0.10,0.30,0.10,0.10,0.00,0.00,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.01,0.00
14267,0.23,0.00,0.17,0.33,0.48,0.10,0.10,0.00,0.10,0.10,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
7095,0.01,1.00,0.33,0.67,0.03,0.20,0.20,0.20,0.20,0.40,0.20,0.15,0.07,0.09,0.17,0.10,0.27,0.00,0.00,0.01,0.00,0.00,0.00
17244,0.04,1.00,0.33,0.33,0.26,0.40,0.40,0.60,0.50,0.40,0.40,0.19,0.11,0.11,0.21,0.13,0.30,0.01,0.00,0.00,0.00,0.00,0.01
3975,0.28,1.00,0.17,0.67,0.47,0.20,0.20,0.20,0.20,0.20,0.10,0.21,0.10,0.11,0.19,0.09,0.26,0.00,0.00,0.00,0.00,0.01,0.00
25658,0.35,1.00,0.17,0.67,0.21,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.10,0.18,0.10,0.27,0.00,0.00,0.00,0.00,0.00,0.00
897,0.16,1.00,0.17,0.67,0.12,0.40,0.40,0.40,0.40,0.40,0.40,0.26,0.19,0.16,0.29,0.22,0.37,0.01,0.00,0.01,0.00,0.03,0.01
25761,0.31,1.00,0.17,0.67,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.01,0.01,0.00,0.00,0.00,0.02
